lambda,hub_cost,hub_node_cvar,hub_link_cvar,umcf_cost,umcf_node_cvar,umcf_link_cvar
0.5,600.936028094,8.333333333333334,0.010736772873741609,595.4498341950001,8.333333333333334,0.023644131671000178
5.0,600.936028094,8.333333333333334,0.010736772873741609,595.8598341950001,7.575757575757537,0.022639093161332474
50.0,620.46067590075,7.017543859649123,0.011956532136241609,603.8098341950001,7.017543859649123,0.012539659731401354
500.0,620.46067590075,7.017543859649123,0.011956532136241609,604.2198341950001,7.017543859649123,0.01153462122173372
5000.0,620.46067590075,7.017543859649123,0.011956532136241609,604.4898341950001,7.017543859649123,0.01153462122173372
